STAFF_REGION,RN_REGION,LEAD_INVESTIGATOR,RN,INVEST_NUM,STATUS_DT,START_DT,END_DT,EQUIP_CATGRY,EQUIP_CAT_DESC,CHECKLIST_NAME,CL_CHK_ITM_COMMENT
REGION 14,R14CORP,TPINION,RN106037690,1557859, 07/29/2019, 05/30/2019, 05/30/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,SHSERNA,RN102896792,1580356, 07/28/2019, 07/19/2019, 07/19/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 07,R07MIDL,BMCINTOS,RN110607835,1580122, 07/26/2019, 02/22/2019, 02/22/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,Flir GF 320
REGION 12,R12HOUS,DVILLARR,RN110494960,1517101, 07/26/2019, 08/06/2018, 08/06/2018,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 09,R09WAC,RTYRA,RN110378429,1556664, 07/23/2019, 02/07/2019, 02/20/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 14,R14CORP,TRIEGER,RN110500485,1576802, 07/23/2019, 06/19/2019, 06/19/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MHORTON,RN106217433,1571007, 07/22/2019, 05/24/2019, 05/24/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 14,R14CORP,TRIEGER,RN106895980,1577584, 07/22/2019, 06/19/2019, 06/19/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 08,R08SANG,GDANNHEI,RN108683103,1577646, 07/19/2019, 06/13/2019, 06/13/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,CBURNETT,RN100617984,1570180, 07/18/2019, 06/06/2019, 06/06/2019,OGIC,OGIC#GAS FindIR,MSW INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R14CORP,AFUQUA,RN101445666,1539533, 07/16/2019, 09/24/2018, 05/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The TCEQ R14 OGIC was utilized during the on-site investigation on October 3, 2018."
REGION 12,R12HOUS,NIZRAL,RN100238385,1527079, 07/16/2019, 06/17/2019, 06/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,SHSERNA,RN106100381,1579332, 07/15/2019, 06/10/2019, 06/10/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,MHOLLIDA,RN104046149,1539888, 07/12/2019, 02/20/2019, 02/27/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TLESTARJ,RN108772245,1540550, 07/12/2019, 01/31/2019, 01/31/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TRLEE,RN100217959,1517626, 07/11/2019, 02/28/2019, 02/28/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,MBERTETT,RN110773116,1569896, 07/11/2019, 05/22/2019, 05/30/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,DWOODS,RN104046594,1551418, 07/10/2019, 03/06/2019, 03/06/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,JFOX,RN107804809,1575796, 07/09/2019, 04/02/2019, 04/23/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 12,R12HOUS,NFOSTER,RN100221589,1533228, 07/03/2019, 02/04/2019, 02/13/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,ACHATTIN,RN102097904,1570879, 07/02/2019, 05/03/2019, 05/03/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 02,R02LUBK,RRHODES,RN101922847,1576211, 06/28/2019, 05/15/2019, 05/15/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera (OGIC), a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 02,R02LUBK,RRHODES,RN105667844,1576109, 06/28/2019, 05/07/2019, 05/15/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera (OGIC), GasFindIR HSX Camera"
REGION 02,R02LUBK,RRHODES,RN110142924,1576222, 06/28/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera, a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 02,R02LUBK,RRHODES,RN110791381,1576214, 06/28/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera, a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 02,R02LUBK,RRHODES,RN110792280,1576216, 06/28/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera (OGIC), a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 04,R04DFW,JMALIK,RN103049490,1576605, 06/28/2019, 05/31/2019, 05/31/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 04,R04DFW,PCHEN,RN104038138,1558531, 06/28/2019, 05/13/2019, 05/13/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 14,R14CORP,JOPEARCE,RN107820987,1557521, 06/28/2019, 04/08/2019, 04/08/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 02,R02LUBK,SCOLEY,RN110778784,1576973, 06/27/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,FLIR GasFindIR HSX
REGION 02,R02LUBK,SCOLEY,RN110778800,1576976, 06/27/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,FLIR GasFindIR HSX
REGION 12,R12HOUS,HALAMEEN,RN100225945,1551637, 06/27/2019, 05/21/2019, 05/22/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,OGIC operator: Hasanain Alameen
REGION 02,R02LUBK,RRHODES,RN102184850,1576220, 06/26/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera (OGIC), a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 02,R02LUBK,RRHODES,RN110137643,1576232, 06/26/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera, a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 02,R02LUBK,RRHODES,RN110791365,1576209, 06/26/2019, 05/15/2019, 05/15/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera, a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 02,R02LUBK,RRHODES,RN110791399,1576225, 06/26/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera (OGIC), a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 02,R02LUBK,RRHODES,RN110792298,1576227, 06/26/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Optical Gas Imaging Camera (OGIC), a FLIR Systems, Inc., GasFindIR HSX Camera"
REGION 02,R02LUBK,SCOLEY,RN110778792,1576975, 06/26/2019, 05/16/2019, 05/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,FLIR GasFindIR HSX
REGION 07,R07MIDL,CYWILLIA,RN104056692,1577175, 06/26/2019, 06/25/2019, 06/25/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 09,R09WAC,RTYRA,RN110455250,1556090, 06/26/2019, 02/07/2019, 02/20/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 12,R12HOUS,ALYGARCI,RN102525987,1540578, 06/26/2019, 01/30/2019, 01/30/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,CCHALOUP,RN106038946,1556852, 06/24/2019, 05/15/2019, 05/15/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,CGILBRET,RN100542497,1555555, 06/18/2019, 05/30/2019, 05/30/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,PCHEN,RN105984843,1555078, 06/18/2019, 04/09/2019, 04/09/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 14,R14CORP,GLOPEZ,RN106581184,1571692, 06/17/2019, 04/08/2019, 04/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,GLOPEZ,RN107202749,1571677, 06/17/2019, 04/01/2019, 04/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,GLOPEZ,RN107216269,1571650, 06/17/2019, 04/08/2019, 04/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,GLOPEZ,RN107869323,1571638, 06/17/2019, 04/08/2019, 04/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,GLOPEZ,RN110481421,1571696, 06/17/2019, 04/08/2019, 04/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,GLOPEZ,RN110785813,1571453, 06/17/2019, 04/03/2019, 04/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,GLOPEZ,RN110785847,1571426, 06/17/2019, 04/03/2019, 04/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,GLOPEZ,RN110785854,1571062, 06/17/2019, 04/03/2019, 04/16/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,LUJONES,RN101649317,1558311, 06/14/2019, 04/18/2019, 04/18/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 10,R10BEAU,PBLANTON,RN102450756,1558429, 06/12/2019, 05/07/2019, 05/09/2019,OGIC,OGIC#Optical Gas Imaging Camera (OGIC),EQUIPMENT MONITORING AND SAMPLING - REVISED 3/2015,
REGION 14,R14CORP,RLINDSAY,RN110179389,1570882, 06/12/2019, 05/02/2019, 05/09/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JWHITEHE,RN109041814,1537340, 06/04/2019, 12/19/2018, 04/11/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 08,R08SANG,GDANNHEI,RN106834708,1558964, 06/03/2019, 04/08/2019, 04/08/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,SALOPEZ,RN106278799,1555114, 06/03/2019, 04/04/2019, 04/04/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,SHSERNA,RN106100415,1570378, 06/03/2019, 05/22/2019, 05/22/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R14CORP,AFUQUA,RN106586746,1554987, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"A TCEQ OGIC was utilized during the on-site investigation on April 2, 2019."
CO,R14CORP,AFUQUA,RN107859001,1554989, 05/31/2019, 03/22/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"A TCEQ OGIC was utilized during the on-site investigations on March 22, 2019 and April 2, 2019."
CO,R14CORP,AFUQUA,RN107949265,1554988, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"A TCEQ OGIC was utilized during the on-site investigation on April 2, 2019."
CO,R14CORP,AFUQUA,RN108732173,1554975, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"A TCEQ OGIC was utilized during the on-site investigation on April 2, 2019."
CO,R14CORP,AFUQUA,RN110407749,1554954, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"A TCEQ OGIC was utilized during the on-site investigation on April 2, 2019."
CO,R14CORP,AFUQUA,RN110500485,1554971, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"A TCEQ OGIC was utilized during the on-site investigation on April 2, 2019."
CO,R14CORP,AFUQUA,RN110772019,1554981, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"A TCEQ OGIC was utilized during the on-site investigation on April 2, 2019."
REGION 14,R14CORP,CCHALOUP,RN106215072,1557263, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,CCHALOUP,RN106244171,1557248, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,CCHALOUP,RN106600273,1557109, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,CCHALOUP,RN108880642,1557261, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,CCHALOUP,RN110398427,1557106, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,CCHALOUP,RN110560471,1557262, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,CYSMITH,RN106910144,1557105, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,This equipment was utilized.
REGION 14,R14CORP,CYSMITH,RN106950884,1557108, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,This equipment was utilized.
REGION 14,R14CORP,CYSMITH,RN107035065,1557273, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,This equipment was utilized.
REGION 14,R14CORP,CYSMITH,RN107211328,1557442, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,This equipment was utilized.
REGION 14,R14CORP,CYSMITH,RN108793712,1557445, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,This equipment was utilized.
REGION 14,R14CORP,CYSMITH,RN110291093,1557447, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,This equipment was utilized.
REGION 14,R14CORP,JOPEARCE,RN107741738,1557519, 05/31/2019, 04/08/2019, 04/08/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,JOPEARCE,RN108150574,1557520, 05/31/2019, 04/08/2019, 04/08/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,JOPEARCE,RN110728714,1555938, 05/31/2019, 04/03/2019, 04/03/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,JOPEARCE,RN110728763,1555941, 05/31/2019, 04/03/2019, 04/03/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,JOPEARCE,RN110728813,1555942, 05/31/2019, 04/03/2019, 04/03/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,SHOELSCH,RN106666050,1554979, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The OGIC was utilized during the investigation on April 2, 2019."
REGION 14,R14CORP,SHOELSCH,RN106754310,1554972, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The OGIC was utilized during the investigation on April 2, 2019."
REGION 14,R14CORP,SHOELSCH,RN106953656,1554977, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The OGIC was utilized during the investigation on April 2, 2019."
REGION 14,R14CORP,SHOELSCH,RN106953656,1554978, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The OGIC was utilized during the investigation on April 2, 2019."
REGION 14,R14CORP,SHOELSCH,RN107035438,1554974, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The OGIC was utilized during the investigation on April 2, 2019."
REGION 14,R14CORP,SHOELSCH,RN110198330,1554976, 05/31/2019, 04/02/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The OGIC was utilized during the investigation on April 2, 2019."
REGION 16,R16LARE,SHSERNA,RN106097033,1550201, 05/31/2019, 05/29/2019, 05/29/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 01,R01AMA,LBALLING,RN100221688,1558494, 05/30/2019, 03/20/2019, 04/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 08,R08SANG,GDANNHEI,RN105897979,1556486, 05/24/2019, 04/18/2019, 04/18/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 07,R07MIDL,HFAIRBAN,RN104057039,1539593, 05/23/2019, 01/18/2019, 01/18/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 07,R07MIDL,HFAIRBAN,RN104057104,1550967, 05/23/2019, 03/01/2019, 03/01/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 07,R07MIDL,HFAIRBAN,RN104057153,1549894, 05/23/2019, 02/21/2019, 02/21/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,ACHATTIN,RN105234728,1553950, 05/21/2019, 03/29/2019, 03/29/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN105964597,1558030, 05/20/2019, 05/02/2019, 05/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN106604168,1558027, 05/20/2019, 05/02/2019, 05/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN107101289,1558028, 05/20/2019, 05/02/2019, 05/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN107214215,1558029, 05/20/2019, 05/02/2019, 05/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,ACHATTIN,RN102418563,1553723, 05/17/2019, 02/27/2019, 02/27/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,SHOELSCH,RN100222744,1550746, 05/17/2019, 03/20/2019, 03/20/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"The OGIC was utilized during the field investigation on March 20, 2019."
REGION 03,R03ABIL,LDUNLOP,RN105476691,1558025, 05/16/2019, 05/02/2019, 05/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN106250145,1557343, 05/16/2019, 04/29/2019, 04/29/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN106318371,1557341, 05/16/2019, 04/29/2019, 04/29/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN106845258,1558026, 05/16/2019, 05/02/2019, 05/02/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN107573404,1557340, 05/16/2019, 04/29/2019, 04/29/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 08,R08SANG,SWARICK,RN106262371,1556702, 05/16/2019, 04/17/2019, 04/17/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 11,R11AUST,ARAMSEY,RN100213776,1554519, 05/16/2019, 04/25/2019, 04/25/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,GF320
REGION 03,R03ABIL,LDUNLOP,RN102872603,1557338, 05/15/2019, 04/29/2019, 04/29/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN104965207,1557344, 05/15/2019, 04/29/2019, 04/29/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN107215949,1556652, 05/15/2019, 04/22/2019, 04/22/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 03,R03ABIL,LDUNLOP,RN107948812,1556657, 05/15/2019, 04/22/2019, 04/22/2019,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
